"Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Months_Inactive_12_mon","Credit_Limit","Total_Trans_Amt","Total_Trans_Ct"
43,"F","Graduate","Single","$40K - $60K",2,2303,4469,80
41,"F","Graduate","Married","$40K - $60K",2,2990,2265,41
55,"F","High School","Single","$40K - $60K",3,2873,4563,72
50,"M","Post-Graduate","Married","$80K - $120K",1,28253,4525,67
33,"M","High School","Married","$80K - $120K",2,1630,4426,91
45,"M","High School","Unknown","$80K - $120K",3,3845,2174,39
56,"F","Graduate","Single","Less than $40K",2,2836,4192,90
44,"F","High School","Single","Less than $40K",3,1506,2312,44
48,"F","Graduate","Single","Less than $40K",3,1605,4495,67
53,"M","High School","Single","$80K - $120K",2,11778,2147,44
55,"F","High School","Married","Less than $40K",1,2747,5032,84
49,"M","College","Married","$60K - $80K",3,2501,4837,87
64,"M","Graduate","Single","Less than $40K",3,2563,3942,84
60,"F","College","Divorced","Less than $40K",3,3426,4467,69
59,"F","Graduate","Single","Less than $40K",3,3214,2720,53
50,"M","Graduate","Married","$80K - $120K",3,12906,2078,62
46,"F","College","Married","Less than $40K",2,1438.3,2445,39
49,"F","High School","Married","Less than $40K",1,4476,4603,87
40,"M","High School","Married","$80K - $120K",2,11502,4786,85
44,"M","Doctorate","Married","$120K +",3,7924,2393,37
39,"M","Graduate","Single","$120K +",2,16199,4254,82
35,"M","Doctorate","Married","$80K - $120K",3,13590,2137,52
53,"F","Graduate","Married","Less than $40K",3,4430,4833,82
49,"F","Graduate","Married","Less than $40K",3,2919,4937,75
49,"F","Graduate","Married","Less than $40K",3,2796,4869,78
41,"F","Graduate","Married","Less than $40K",3,2580,2981,40
43,"M","High School","Single","$60K - $80K",3,2834,4581,70
48,"F","Graduate","Single","Less than $40K",3,1522,5005,77
41,"M","Graduate","Unknown","$40K - $60K",2,16509,1740,43
40,"M","High School","Unknown","$40K - $60K",2,7316,1849,50
48,"M","College","Married","Less than $40K",1,8795,4681,74
34,"F","College","Single","Less than $40K",2,2715,4177,68
41,"F","Graduate","Single","Less than $40K",2,3028,4727,78
34,"F","College","Single","Less than $40K",2,1695,4905,91
41,"F","Graduate","Married","Less than $40K",3,1438.3,1813,51
37,"F","Graduate","Single","Less than $40K",3,1438.3,5136,76
36,"F","College","Single","Less than $40K",2,1964,4240,60
53,"F","High School","Single","Less than $40K",1,1904,4798,85
46,"F","Graduate","Married","$40K - $60K",3,2933,4956,92
47,"M","Graduate","Married","$80K - $120K",3,34516,3756,67
52,"F","Graduate","Married","Less than $40K",5,2421,4219,69
44,"F","Doctorate","Divorced","Less than $40K",1,2406,4625,91
51,"F","High School","Single","$40K - $60K",1,2621,4885,74
46,"F","High School","Unknown","$40K - $60K",2,3645,4680,87
37,"F","Graduate","Single","$40K - $60K",3,3375,4341,64
46,"F","High School","Single","Less than $40K",2,3942,4622,71
57,"F","Graduate","Single","Less than $40K",2,1771,4813,84
50,"M","Graduate","Married","$120K +",5,20958,4425,78
53,"F","Graduate","Single","Less than $40K",1,4117,5218,88
43,"F","Graduate","Single","$40K - $60K",1,18524,4496,64
36,"M","Post-Graduate","Married","Less than $40K",1,2222,4095,88
56,"F","College","Married","Less than $40K",3,3119,4168,63
46,"M","College","Married","$40K - $60K",1,1611,4444,78
53,"F","Graduate","Divorced","Less than $40K",3,4090,2016,49
52,"F","Graduate","Married","$40K - $60K",1,2442,4535,85
53,"F","High School","Married","$40K - $60K",3,1816,2474,44
40,"F","High School","Single","Less than $40K",3,1438.3,4332,78
42,"M","Graduate","Single","$60K - $80K",3,14958,4038,68
49,"F","Post-Graduate","Married","Less than $40K",3,3007,4423,67
42,"F","Graduate","Unknown","Less than $40K",3,1507,2528,41
60,"M","Graduate","Single","$40K - $60K",3,1848,4757,75
44,"F","Graduate","Single","$40K - $60K",2,4142,2104,44
46,"M","High School","Single","$80K - $120K",1,1438.3,4461,71
42,"M","Graduate","Married","$60K - $80K",2,3591,5079,80
49,"M","College","Married","$120K +",3,4781,2451,50
53,"M","High School","Married","$120K +",2,9025,4412,87
37,"F","High School","Single","Less than $40K",2,1438.3,4815,84
43,"F","High School","Single","Less than $40K",2,4976,4317,69
44,"M","High School","Single","$60K - $80K",3,14370,4510,79
60,"M","High School","Single","$40K - $60K",2,21681,3844,75
59,"F","Post-Graduate","Single","$40K - $60K",3,2634,4190,71
37,"F","High School","Single","$40K - $60K",1,2204,4555,82
48,"F","Graduate","Single","Less than $40K",3,1502,2204,36
52,"F","High School","Married","Less than $40K",2,3136,4528,81
42,"F","High School","Married","Less than $40K",2,4478,3879,76
52,"M","Graduate","Single","$40K - $60K",3,13090,3851,78
44,"F","High School","Married","$40K - $60K",2,6849,3770,82
49,"F","Graduate","Married","$40K - $60K",3,5678,5092,70
42,"F","High School","Married","Less than $40K",5,3964,4580,75
48,"M","Graduate","Married","$80K - $120K",2,7970,1263,27
40,"M","Graduate","Divorced","$40K - $60K",2,5821,2011,42
48,"F","Post-Graduate","Unknown","Less than $40K",1,2357,4534,75
32,"F","Post-Graduate","Married","$40K - $60K",3,3174,4508,83
46,"F","College","Divorced","Less than $40K",1,1852,4486,61
48,"F","Graduate","Divorced","$40K - $60K",1,3503,4671,93
52,"M","Doctorate","Single","$40K - $60K",2,17835,4258,58
36,"F","Graduate","Married","Less than $40K",2,1438.3,3959,59
42,"F","High School","Married","Less than $40K",3,3815,4430,94
39,"F","Graduate","Married","Less than $40K",3,1902,4203,69
48,"F","Doctorate","Married","Less than $40K",3,2514,2603,53
56,"M","High School","Single","$80K - $120K",3,34516,4714,82
45,"F","Graduate","Single","Less than $40K",3,2144,3859,55
65,"F","High School","Single","Less than $40K",3,5951,4554,83
53,"F","Graduate","Married","$40K - $60K",2,2799,4116,88
49,"F","Graduate","Married","Less than $40K",1,2560,4783,86
49,"F","High School","Divorced","Less than $40K",2,1972,4715,66
44,"M","High School","Married","$60K - $80K",2,2675,4149,79
48,"M","Graduate","Married","$40K - $60K",1,6223,4518,79
46,"M","High School","Single","$60K - $80K",3,34516,3754,53
49,"F","High School","Divorced","$40K - $60K",3,3054,4460,88
35,"F","Doctorate","Single","Less than $40K",1,1438.3,4006,72
47,"M","Graduate","Unknown","$120K +",2,9397,5265,98
45,"M","High School","Married","$80K - $120K",2,34516,3785,64
51,"F","High School","Married","Less than $40K",1,1822,5210,73
41,"M","High School","Married","Less than $40K",2,1614,4293,87
28,"F","Graduate","Divorced","Less than $40K",1,2543,3864,64
50,"F","College","Divorced","Less than $40K",2,3462,4635,65
44,"F","Graduate","Married","Less than $40K",3,1699,5495,87
65,"F","High School","Single","$40K - $60K",1,2418,3918,74
56,"F","Graduate","Single","Less than $40K",2,2086,5774,84
48,"F","Graduate","Single","$40K - $60K",3,1899,2434,45
43,"M","Graduate","Single","$40K - $60K",1,7564,4743,82
41,"M","Graduate","Married","$60K - $80K",2,13116,4800,61
35,"F","Doctorate","Married","Less than $40K",1,1438.3,5062,80
48,"F","High School","Married","Less than $40K",1,3716,4833,73
51,"F","High School","Single","Less than $40K",3,2006,2760,38
45,"F","High School","Married","$40K - $60K",2,2948,3635,79
58,"F","Graduate","Married","$40K - $60K",3,4669,4363,73
48,"F","Graduate","Married","Less than $40K",2,13994,3299,63
57,"M","Graduate","Single","$120K +",5,8760,2460,39
53,"F","High School","Married","Less than $40K",2,1688,4375,69
39,"M","Graduate","Single","$60K - $80K",2,4534,4211,66
57,"F","College","Single","Less than $40K",2,1857,4681,71
41,"F","College","Married","Less than $40K",1,1438.3,4053,66
45,"F","Doctorate","Married","Less than $40K",2,1438.3,2429,38
52,"M","Graduate","Single","$60K - $80K",2,9357,4173,77
40,"F","Graduate","Married","Less than $40K",2,2423,4258,80
45,"F","Graduate","Single","$40K - $60K",2,1936,4773,80
43,"M","Graduate","Divorced","$60K - $80K",3,1783,3861,81
56,"F","Graduate","Single","Less than $40K",1,1438.3,4333,84
44,"F","Post-Graduate","Married","Less than $40K",3,10580,4721,81
49,"F","High School","Married","Less than $40K",2,1656,4408,79
39,"F","High School","Single","Less than $40K",3,3279,5048,75
49,"F","College","Married","$40K - $60K",2,2578,4683,89
44,"F","Graduate","Married","$40K - $60K",3,4068,5161,83
42,"F","Graduate","Married","Less than $40K",2,2128,2289,41
45,"F","Doctorate","Married","Less than $40K",3,2704,2362,39
38,"F","Post-Graduate","Unknown","Less than $40K",1,1878,4650,71
57,"F","Graduate","Married","Less than $40K",2,1665,4420,86
50,"M","Graduate","Divorced","$120K +",3,1656,2073,44
53,"M","High School","Unknown","$80K - $120K",3,14111,2950,64
52,"F","Graduate","Married","Less than $40K",2,2012,3822,68
43,"F","Post-Graduate","Married","Less than $40K",1,2837,4279,83
40,"F","Graduate","Single","Less than $40K",2,1709,4981,79
49,"F","Graduate","Unknown","$40K - $60K",2,3585,4399,78
56,"F","Graduate","Single","Less than $40K",3,1936,4578,70
49,"M","High School","Married","$80K - $120K",2,8051,4370,83
36,"F","Graduate","Married","$40K - $60K",1,3635,4045,62
46,"F","High School","Married","Less than $40K",2,2532,4143,71
42,"F","Doctorate","Married","Less than $40K",2,4304,1788,36
55,"F","Graduate","Single","Less than $40K",3,2060,1976,44
49,"F","High School","Single","Less than $40K",2,1438.3,4457,84
41,"M","High School","Single","$60K - $80K",3,3126,3662,74
47,"F","Post-Graduate","Single","$40K - $60K",6,6885,3804,67
42,"M","High School","Unknown","$60K - $80K",3,1871,2593,48
31,"F","Graduate","Single","Less than $40K",2,2787,4358,89
50,"M","Post-Graduate","Married","$80K - $120K",3,1867,4097,70
47,"F","Graduate","Single","Less than $40K",4,2473,2133,44
40,"M","Post-Graduate","Single","$40K - $60K",3,4640,3870,70
47,"F","High School","Married","Less than $40K",3,2712,5201,82
53,"F","College","Married","Less than $40K",2,1438.3,4606,86
50,"M","Post-Graduate","Divorced","$60K - $80K",2,14409,2351,39
59,"F","High School","Single","$40K - $60K",3,1665,2748,40
43,"F","Graduate","Married","Less than $40K",1,2639,4892,85
59,"F","High School","Married","Less than $40K",1,2338,3964,69
51,"F","Graduate","Married","Less than $40K",3,2774,4802,91
35,"F","Graduate","Single","Less than $40K",3,2317,4161,71
55,"F","College","Divorced","Less than $40K",2,2239,4540,73
41,"F","College","Married","Less than $40K",3,2225,4917,84
51,"F","Graduate","Single","Less than $40K",2,1519,4927,73
51,"F","Graduate","Married","Less than $40K",1,2141,4317,64
43,"F","High School","Married","Less than $40K",1,2616,5219,63
39,"F","Graduate","Divorced","Less than $40K",1,5494,3566,81
52,"F","High School","Married","Less than $40K",5,2003,2343,42
44,"M","High School","Single","$60K - $80K",3,6606,4493,68
56,"M","Graduate","Single","$60K - $80K",3,7075,4160,75
44,"M","College","Single","$40K - $60K",1,4274,4820,60
47,"F","High School","Single","Less than $40K",1,2317,4894,89
47,"M","High School","Married","$80K - $120K",3,2888,4345,75
45,"F","Graduate","Married","Less than $40K",2,1438.3,2153,35
55,"F","Graduate","Divorced","Less than $40K",6,1720,2719,36
49,"F","High School","Married","$40K - $60K",1,3881,4177,66
47,"M","Doctorate","Unknown","$120K +",2,6143,4330,72
52,"F","College","Unknown","Less than $40K",3,2035,4643,86
47,"F","High School","Married","Less than $40K",3,3899,2182,40
50,"F","Graduate","Single","Less than $40K",3,2422,2548,46
52,"M","Graduate","Married","$80K - $120K",3,11964,4853,85
46,"M","College","Married","$80K - $120K",4,33142,4347,63
40,"M","High School","Single","$120K +",4,34516,3564,73
42,"F","High School","Married","Less than $40K",3,3454,2826,39
29,"F","Graduate","Married","Less than $40K",3,2732,4702,85
50,"M","High School","Divorced","$80K - $120K",2,1687,4342,82
43,"F","Graduate","Married","Less than $40K",2,3523,3174,44
35,"F","Doctorate","Married","Less than $40K",2,3976,4419,75
55,"F","College","Single","Less than $40K",3,2679,4943,85
53,"F","High School","Single","$40K - $60K",2,1536,4133,78
46,"M","High School","Married","$40K - $60K",2,2375,4087,66
50,"F","High School","Married","Less than $40K",3,2719,4172,65
53,"F","Graduate","Divorced","$40K - $60K",3,3369,5220,78
58,"F","Graduate","Single","Less than $40K",1,3173,3797,75
47,"F","High School","Unknown","Less than $40K",2,3139,4892,95
50,"F","High School","Married","Less than $40K",3,2140,2915,50
48,"M","Graduate","Married","$40K - $60K",1,2423,4035,74
55,"F","High School","Single","Less than $40K",3,2376,4301,79
38,"M","Graduate","Single","Less than $40K",5,1690,3928,69
46,"F","High School","Married","$40K - $60K",3,8583,1794,31
52,"F","Graduate","Single","Less than $40K",2,2996,4724,66
36,"M","College","Married","$120K +",2,11316,2595,49
38,"F","High School","Single","Less than $40K",2,1438.3,4247,84
51,"F","Graduate","Married","$40K - $60K",2,9117,3837,75
41,"F","Doctorate","Unknown","Less than $40K",1,1801,3797,74
51,"M","High School","Married","$60K - $80K",6,8787,4537,75
40,"M","Graduate","Married","$60K - $80K",1,27436,4051,81
65,"F","Doctorate","Single","Less than $40K",3,2195,4205,65
46,"M","College","Married","$80K - $120K",3,13734,4283,67
45,"M","Graduate","Married","$60K - $80K",2,2731,3915,66
49,"M","Graduate","Single","$80K - $120K",2,2453,4185,66
41,"F","High School","Married","$40K - $60K",3,2644,4081,72
41,"M","Graduate","Married","$80K - $120K",2,34516,2022,52
41,"M","Graduate","Married","$60K - $80K",4,4575,4726,64
51,"F","College","Single","Less than $40K",3,4860,4329,80
46,"F","Graduate","Married","Less than $40K",4,1438.3,3399,66
43,"F","High School","Single","$40K - $60K",3,1654,2086,47
63,"M","Graduate","Single","$80K - $120K",1,21430,3561,57
50,"M","Graduate","Married","$120K +",3,34516,3828,65
33,"F","Doctorate","Single","Less than $40K",2,2800,4253,83
44,"M","Post-Graduate","Married","$60K - $80K",2,3117,4391,85
47,"M","High School","Married","$60K - $80K",3,10061,2802,52
47,"F","Graduate","Married","Less than $40K",1,3147,4465,82
49,"F","Graduate","Single","Less than $40K",2,2712,4678,74
59,"F","College","Married","Less than $40K",1,1438.3,4817,81
39,"M","High School","Married","$120K +",3,3281,4109,69
35,"F","High School","Married","$40K - $60K",2,1438.3,2500,44
39,"F","Graduate","Single","Less than $40K",3,2469,3837,74
34,"M","Graduate","Married","$60K - $80K",1,2763,4136,69
56,"F","Graduate","Single","Less than $40K",1,1737,4723,78
37,"F","Graduate","Single","Less than $40K",3,2684,4796,85
48,"F","High School","Married","$40K - $60K",2,2151,4604,86
52,"M","College","Single","$60K - $80K",3,2749,3882,90
44,"F","High School","Single","Less than $40K",2,1980,4467,69
55,"F","Graduate","Married","Less than $40K",4,4232,2312,37
45,"F","Graduate","Married","Less than $40K",1,1438.3,4283,76
52,"F","High School","Married","Less than $40K",3,3302,2682,47
33,"F","Graduate","Single","Less than $40K",2,1457,2200,45
56,"M","High School","Single","$120K +",4,7327,2185,41
34,"M","High School","Unknown","$80K - $120K",3,11154,4339,77
46,"F","High School","Single","Less than $40K",3,2170,4569,79
65,"M","College","Single","Less than $40K",2,5363,3855,63
50,"F","Doctorate","Single","Less than $40K",1,3206,4731,82
61,"F","Post-Graduate","Married","$40K - $60K",3,2566,4344,73
35,"F","Graduate","Married","$40K - $60K",1,1438.3,4434,73
65,"F","Graduate","Single","Less than $40K",0,6812,2288,48
45,"F","Graduate","Single","$40K - $60K",2,2700,4984,75
41,"F","Graduate","Single","Less than $40K",2,1783,3853,76
42,"M","Graduate","Single","$60K - $80K",3,11761,4946,73
52,"F","High School","Single","Less than $40K",3,2340,4501,68
37,"M","High School","Married","$40K - $60K",3,2523,4683,76
48,"M","Post-Graduate","Married","$40K - $60K",2,4776,4581,60
59,"F","Graduate","Married","Less than $40K",1,2697,4489,58
57,"F","High School","Married","Less than $40K",2,3542,4127,71
57,"M","Graduate","Single","$120K +",4,34516,1777,37
52,"F","College","Single","Less than $40K",3,1764,2740,47
36,"F","High School","Married","Less than $40K",3,2977,2201,39
49,"M","Doctorate","Single","$60K - $80K",2,30976,3193,69
43,"M","High School","Married","$60K - $80K",2,2810,4875,97
44,"M","High School","Single","$40K - $60K",3,8997,4558,62
55,"M","Post-Graduate","Single","$60K - $80K",2,4998,4329,61
37,"F","Post-Graduate","Married","Less than $40K",2,2310,4191,77
54,"F","High School","Married","$40K - $60K",3,3892,4318,74
50,"M","Graduate","Single","$80K - $120K",2,2135,4821,77
50,"F","High School","Married","Less than $40K",1,3397,4208,75
49,"M","Doctorate","Married","$60K - $80K",6,19719,3572,73
52,"M","High School","Married","$120K +",3,31733,3723,53
54,"F","High School","Single","$40K - $60K",3,1438.3,2092,42
54,"F","Post-Graduate","Married","Less than $40K",6,1638,1702,36
50,"F","High School","Single","Less than $40K",3,2775,4608,84
37,"F","Graduate","Married","$40K - $60K",2,2547,2160,46
46,"M","Graduate","Married","$80K - $120K",3,19838,3982,68
42,"M","Doctorate","Single","$60K - $80K",1,11535,3730,67
58,"M","High School","Single","$60K - $80K",3,30186,4070,74
51,"F","High School","Single","Less than $40K",2,4038,4188,68
56,"M","Graduate","Single","$80K - $120K",3,2078,4382,82
51,"F","Graduate","Married","Less than $40K",3,1571,4580,74
43,"M","College","Married","$80K - $120K",3,4726,4683,91
56,"F","Post-Graduate","Unknown","Less than $40K",3,4604,4586,79
48,"M","College","Single","$80K - $120K",3,34516,4042,78
56,"M","Graduate","Married","$40K - $60K",2,1438.3,4323,77
41,"F","College","Married","$40K - $60K",3,4312,2693,56
44,"F","College","Married","Less than $40K",6,2679,4804,78
54,"M","Post-Graduate","Single","$80K - $120K",1,34516,4401,87
48,"F","Graduate","Married","Less than $40K",2,3378,4761,81
34,"M","High School","Single","$40K - $60K",1,1793,5293,88
59,"F","Graduate","Divorced","Less than $40K",2,2228,3922,75
41,"F","College","Single","$40K - $60K",0,2577,4734,75
39,"F","Graduate","Married","Less than $40K",2,1462,1998,36
50,"F","Graduate","Married","Less than $40K",3,4038,2400,41
49,"F","Graduate","Married","$40K - $60K",3,7201,3981,76
49,"M","High School","Single","$80K - $120K",3,1883,5187,89
42,"F","Graduate","Single","Less than $40K",1,3308,5104,85
65,"F","College","Single","Less than $40K",3,2022,4623,65
43,"F","Graduate","Married","Less than $40K",3,8597,5173,78
52,"F","Graduate","Unknown","Less than $40K",1,2873,4620,81
39,"F","High School","Divorced","$40K - $60K",1,3400,4742,90
48,"F","High School","Divorced","$40K - $60K",1,2405,4421,79
44,"M","College","Married","$80K - $120K",3,8241,4436,79
53,"F","Graduate","Married","$40K - $60K",3,1438.3,4915,92
44,"F","High School","Unknown","Less than $40K",3,2608,4671,61
41,"F","High School","Married","Less than $40K",2,2359,5232,78
47,"F","Post-Graduate","Married","Less than $40K",2,1790,4141,87
40,"M","High School","Single","$80K - $120K",3,3624,4749,82
42,"F","Graduate","Married","Less than $40K",2,1438.3,4396,70
39,"F","College","Married","$40K - $60K",1,2901,4239,78
41,"F","College","Married","Less than $40K",2,9759,4226,77
57,"F","Post-Graduate","Married","Less than $40K",3,2525,4360,78
60,"F","High School","Divorced","Less than $40K",3,2737,4507,86
51,"M","Graduate","Married","$80K - $120K",3,19262,4812,85
63,"M","College","Single","$60K - $80K",2,2706,5047,64
49,"F","High School","Married","$40K - $60K",3,3263,4288,69
41,"F","College","Married","$40K - $60K",2,3281,2907,45
51,"M","High School","Married","$80K - $120K",3,8169,4927,70
46,"F","College","Divorced","$40K - $60K",1,3276,4264,76
54,"F","Doctorate","Single","Less than $40K",4,1694,1930,41
41,"M","High School","Divorced","$80K - $120K",2,1636,4695,73
48,"F","Graduate","Married","Less than $40K",2,1449,4039,50
45,"F","Graduate","Married","Less than $40K",3,1513,4166,71
39,"F","Graduate","Single","Less than $40K",2,1438.3,2392,44
46,"F","Doctorate","Divorced","Less than $40K",3,4120,4792,81
45,"F","Graduate","Single","Less than $40K",2,2016,4535,82
40,"F","Graduate","Married","Less than $40K",1,3511,5238,82
45,"M","Post-Graduate","Divorced","$60K - $80K",3,2751,4453,75
34,"F","High School","Divorced","Less than $40K",6,2426,4918,81
44,"M","Graduate","Married","$80K - $120K",3,12230,3659,76
42,"M","Graduate","Single","$60K - $80K",1,7328,4518,79
42,"M","Graduate","Single","$80K - $120K",1,3046,4711,77
52,"M","College","Married","$80K - $120K",2,16207,3621,83
44,"M","College","Unknown","$60K - $80K",3,15468,4484,81
47,"F","College","Single","Less than $40K",3,5950,4655,66
51,"F","High School","Single","Less than $40K",3,2902,4748,74
47,"F","College","Married","Less than $40K",2,1585,4656,80
47,"F","High School","Single","Less than $40K",2,2899,4296,68
49,"M","Post-Graduate","Single","$40K - $60K",1,15525,4042,78
35,"F","Graduate","Single","Less than $40K",3,2118,4541,60
34,"F","Graduate","Married","$40K - $60K",2,2275,4977,88
59,"F","College","Single","Less than $40K",2,2601,4899,62
52,"M","High School","Single","$80K - $120K",3,4642,3532,72
58,"M","Doctorate","Single","Less than $40K",4,1438.3,4082,82
59,"F","Graduate","Single","Less than $40K",3,2636,4727,83
50,"F","Doctorate","Single","$40K - $60K",3,3743,4621,71
49,"F","Graduate","Single","Less than $40K",1,1438.3,4538,82
61,"F","High School","Married","Less than $40K",3,4130,2418,57
52,"F","Post-Graduate","Married","$40K - $60K",2,3900,4337,81
57,"F","Doctorate","Married","Less than $40K",3,1615,2212,43
55,"F","Graduate","Married","Less than $40K",5,2033,4100,82
57,"F","High School","Married","Less than $40K",2,1511,4683,87
65,"F","High School","Single","Less than $40K",3,4010,3807,61
44,"F","College","Married","Less than $40K",3,3052,2598,47
55,"F","Graduate","Unknown","Less than $40K",1,2712,4858,73
39,"F","College","Married","Less than $40K",2,1978,4299,59
37,"F","College","Married","Less than $40K",2,1438.3,4621,73
55,"F","Graduate","Married","Less than $40K",3,1606,4548,76
46,"F","Doctorate","Married","Less than $40K",3,2406,4665,89
57,"F","Graduate","Married","Less than $40K",3,2796,2196,35
38,"F","High School","Single","Less than $40K",2,3554,2372,44
34,"F","High School","Single","Less than $40K",2,1576,2703,56
44,"F","College","Married","Less than $40K",3,1438.3,4257,89
40,"F","Graduate","Single","Less than $40K",2,1438.3,2493,42
43,"F","High School","Unknown","$40K - $60K",3,1766,4808,87
50,"F","Graduate","Unknown","Less than $40K",2,1606,4129,68
54,"F","High School","Unknown","Less than $40K",3,2223,2538,49
47,"F","Post-Graduate","Single","$40K - $60K",3,2896,4970,85
51,"M","Graduate","Married","$60K - $80K",1,2157,4784,69
43,"M","College","Married","$60K - $80K",3,13840,4190,74
45,"F","Graduate","Married","Less than $40K",1,2289,4483,72
52,"M","Doctorate","Married","$80K - $120K",3,3022,2724,38
46,"M","Doctorate","Married","$80K - $120K",1,12935,3528,61
43,"F","Post-Graduate","Single","Less than $40K",2,2256,4893,76
40,"F","Graduate","Single","Less than $40K",3,1516,2709,54
48,"M","Post-Graduate","Single","$60K - $80K",3,5826,4135,76
39,"F","Graduate","Single","Less than $40K",2,10190,3768,59
45,"F","Graduate","Single","Less than $40K",2,2035,4670,77
45,"F","College","Single","Less than $40K",3,1833,2037,31
47,"F","High School","Married","Less than $40K",2,4490,4346,70
48,"M","Graduate","Divorced","$60K - $80K",3,11062,4084,72
30,"F","Graduate","Single","Less than $40K",3,1574,2560,59
52,"F","College","Single","Less than $40K",2,2370,4751,80
35,"F","College","Single","Less than $40K",2,2658,4667,83
38,"F","Graduate","Married","Less than $40K",2,2300,2500,47
44,"F","Graduate","Single","Less than $40K",2,2368,4289,71
53,"F","High School","Married","$40K - $60K",2,2883,4244,53
43,"F","Graduate","Married","$40K - $60K",1,7135,3746,81
56,"F","Graduate","Single","Less than $40K",3,1438.3,4830,79
48,"F","High School","Single","$40K - $60K",1,3743,4674,67
41,"M","Doctorate","Married","$40K - $60K",3,6059,4119,70
43,"F","High School","Married","Less than $40K",1,3761,4476,79
50,"F","High School","Married","Less than $40K",3,1572,2447,41
40,"M","High School","Married","Less than $40K",3,4402,3063,57
50,"F","Graduate","Unknown","Less than $40K",1,2652,4816,79
41,"F","College","Married","$40K - $60K",2,6602,4479,82
37,"F","Doctorate","Single","$40K - $60K",1,1900,2880,46
56,"F","Doctorate","Single","$40K - $60K",2,3455,4925,82
47,"M","High School","Single","$60K - $80K",3,18123,4259,80
44,"F","Post-Graduate","Divorced","Less than $40K",1,2295,3834,69
38,"M","Graduate","Married","$80K - $120K",2,1518,3595,65
45,"F","Graduate","Unknown","Less than $40K",1,2723,3875,84
47,"F","College","Married","Less than $40K",1,1776,4878,84
39,"F","High School","Married","Less than $40K",3,1968,4199,84
48,"F","Graduate","Single","Less than $40K",1,1860,5163,73
53,"F","Graduate","Divorced","Less than $40K",2,2684,5299,75
51,"F","Graduate","Single","$40K - $60K",1,2180,4348,77
41,"F","High School","Single","Less than $40K",3,1661,2473,49
36,"F","Post-Graduate","Married","Less than $40K",2,1691,2716,63
46,"F","Post-Graduate","Single","Less than $40K",2,2888,3703,61
58,"F","High School","Married","$40K - $60K",3,1871,4553,90
44,"F","High School","Unknown","Less than $40K",1,3226,4317,81
42,"F","Post-Graduate","Married","Less than $40K",3,4959,4286,71
48,"F","Doctorate","Single","Less than $40K",3,1644,2450,45
43,"F","Post-Graduate","Single","$40K - $60K",1,2283,4088,66
36,"F","Doctorate","Unknown","Less than $40K",2,4943,4024,82
44,"M","Doctorate","Unknown","$40K - $60K",3,1438.3,2100,54
43,"F","College","Single","Less than $40K",1,1438.3,4482,54
52,"F","College","Divorced","Less than $40K",2,1438.3,4737,80
61,"F","High School","Single","Less than $40K",3,1760,2285,46
43,"M","High School","Married","$60K - $80K",2,2049,4521,70
48,"F","High School","Married","Less than $40K",3,1670,2790,37
59,"F","Post-Graduate","Single","Less than $40K",2,3030,4724,71
58,"F","High School","Single","Less than $40K",1,2755,4394,75
51,"M","High School","Single","$80K - $120K",2,8783,4425,83
64,"M","Graduate","Single","Less than $40K",3,1861,5225,94
50,"M","High School","Married","$120K +",4,13709,2511,40
49,"M","Graduate","Married","$80K - $120K",3,17285,4787,60
54,"M","Graduate","Single","$60K - $80K",3,7866,4238,55
42,"F","High School","Married","Less than $40K",3,2190,5026,77
43,"F","Graduate","Married","Less than $40K",1,4829,4778,65
46,"M","Graduate","Divorced","$80K - $120K",1,3210,3962,62
38,"F","Graduate","Single","Less than $40K",3,1755,5000,79
47,"F","Graduate","Single","$40K - $60K",1,1438.3,4341,80
47,"M","Post-Graduate","Married","$40K - $60K",3,6043,4256,78
56,"F","High School","Married","Less than $40K",3,1438.3,4210,75
43,"M","Graduate","Married","$60K - $80K",2,17239,1789,38
44,"M","Graduate","Married","$60K - $80K",3,14201,2223,47
52,"F","Graduate","Unknown","$40K - $60K",3,2723,4108,70
52,"F","Graduate","Single","Less than $40K",2,2019,3603,59
40,"M","Graduate","Unknown","$40K - $60K",2,4323,2451,38
43,"M","High School","Single","$60K - $80K",2,1849,4678,71
53,"M","Graduate","Married","$80K - $120K",3,2540,4480,80
55,"F","Graduate","Single","Less than $40K",3,13565,3705,69
41,"M","High School","Married","$60K - $80K",3,6062,3877,66
47,"F","Post-Graduate","Married","Less than $40K",2,2897,4491,75
46,"M","High School","Single","$60K - $80K",5,13407,4869,84
45,"F","High School","Married","Less than $40K",1,2030,5067,88
53,"M","High School","Married","$40K - $60K",2,3146,1868,38
36,"M","Graduate","Married","$80K - $120K",3,5302,4284,74
42,"F","Post-Graduate","Married","Less than $40K",3,4328,4593,72
44,"F","Graduate","Single","Less than $40K",3,2658,4779,83
47,"M","Post-Graduate","Single","$60K - $80K",2,9090,4422,65
57,"F","Graduate","Married","Less than $40K",1,1438.3,3848,75
43,"F","Post-Graduate","Married","Less than $40K",3,1438.3,2137,40
51,"M","Graduate","Divorced","$120K +",2,2792,4074,81
44,"F","Post-Graduate","Single","Less than $40K",1,2900,4549,70
46,"F","Graduate","Married","Less than $40K",3,2267,4249,81
52,"F","Graduate","Married","$40K - $60K",3,4189,4661,85
45,"M","Graduate","Married","$60K - $80K",3,12890,2216,51
