"CLIENTNUM","Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Months_Inactive_12_mon","Credit_Limit","Total_Trans_Amt","Total_Trans_Ct"
719656533,44,"M","High School","Married","$60K - $80K",2,2675,4149,79
719709558,48,"M","Graduate","Married","$40K - $60K",1,6223,4518,79
710311233,44,"F","High School","Single","Unknown",3,7632,4498,86
719216508,55,"F","Unknown","Unknown","Less than $40K",2,3258,4960,77
713105508,46,"M","High School","Single","$60K - $80K",3,34516,3754,53
710719683,49,"F","High School","Divorced","$40K - $60K",3,3054,4460,88
817892208,35,"F","Doctorate","Single","Less than $40K",1,1438.3,4006,72
714102183,50,"M","Uneducated","Single","$120K +",2,7970,1872,41
715410783,55,"F","Unknown","Single","Less than $40K",2,1836,2400,34
718202658,47,"M","Graduate","Unknown","$120K +",2,9397,5265,98
719445633,60,"F","Uneducated","Married","Less than $40K",2,1601,4919,69
709820658,45,"M","High School","Married","$80K - $120K",2,34516,3785,64
718481283,51,"F","High School","Married","Less than $40K",1,1822,5210,73
789300408,41,"M","High School","Married","Less than $40K",2,1614,4293,87
711970533,54,"F","Unknown","Married","Less than $40K",2,1491,4365,71
815088483,28,"F","Graduate","Divorced","Less than $40K",1,2543,3864,64
717139608,50,"F","College","Divorced","Less than $40K",2,3462,4635,65
717626508,44,"F","Graduate","Married","Less than $40K",3,1699,5495,87
767668908,46,"F","Graduate","Married","Unknown",4,13095,1552,32
712484733,47,"M","Unknown","Single","$60K - $80K",2,8823,4674,85
716216958,48,"M","Uneducated","Married","$60K - $80K",1,4429,4386,63
714246333,58,"F","High School","Married","Unknown",4,5396,2107,39
718693683,65,"F","High School","Single","$40K - $60K",1,2418,3918,74
716298633,56,"F","Graduate","Single","Less than $40K",2,2086,5774,84
755661933,48,"F","Graduate","Single","$40K - $60K",3,1899,2434,45
712914783,43,"M","Graduate","Single","$40K - $60K",1,7564,4743,82
711240108,41,"M","Graduate","Married","$60K - $80K",2,13116,4800,61
721396758,35,"F","Doctorate","Married","Less than $40K",1,1438.3,5062,80
715636533,48,"F","High School","Married","Less than $40K",1,3716,4833,73
711508608,50,"F","Unknown","Married","Less than $40K",5,3069,4351,74
716669658,51,"F","High School","Single","Less than $40K",3,2006,2760,38
718212633,45,"F","High School","Married","$40K - $60K",2,2948,3635,79
708357183,47,"F","Unknown","Single","Less than $40K",2,1438.3,3511,64
713629533,35,"F","Uneducated","Married","Less than $40K",2,1438.3,4321,83
771450708,58,"F","Graduate","Married","$40K - $60K",3,4669,4363,73
711311883,48,"F","Graduate","Married","Less than $40K",2,13994,3299,63
802673508,57,"M","Graduate","Single","$120K +",5,8760,2460,39
708113208,53,"F","High School","Married","Less than $40K",2,1688,4375,69
788786208,46,"F","College","Married","Unknown",3,9881,4725,85
720043533,39,"M","Graduate","Single","$60K - $80K",2,4534,4211,66
801083133,57,"F","Uneducated","Single","Less than $40K",3,3545,3691,69
716246733,57,"F","College","Single","Less than $40K",2,1857,4681,71
807157833,56,"F","Uneducated","Single","Unknown",1,3334,4284,73
721032633,55,"F","Unknown","Single","$40K - $60K",3,2496,2590,50
828285858,41,"F","College","Married","Less than $40K",1,1438.3,4053,66
718890933,45,"F","Doctorate","Married","Less than $40K",2,1438.3,2429,38
711148308,52,"M","Graduate","Single","$60K - $80K",2,9357,4173,77
712810233,40,"F","Graduate","Married","Less than $40K",2,2423,4258,80
714098883,45,"F","Graduate","Single","$40K - $60K",2,1936,4773,80
779327733,43,"M","Graduate","Divorced","$60K - $80K",3,1783,3861,81
716364408,59,"F","Unknown","Married","Less than $40K",1,1438.3,4155,62
710461083,56,"F","Graduate","Single","Less than $40K",1,1438.3,4333,84
709306983,44,"F","Post-Graduate","Married","Less than $40K",3,10580,4721,81
769035933,54,"F","Unknown","Single","Less than $40K",3,4597,3507,68
813182658,49,"F","High School","Married","Less than $40K",2,1656,4408,79
781110408,39,"F","High School","Single","Less than $40K",3,3279,5048,75
818007783,49,"F","College","Married","$40K - $60K",2,2578,4683,89
708862233,44,"F","Graduate","Married","$40K - $60K",3,4068,5161,83
714006333,42,"F","Graduate","Married","Less than $40K",2,2128,2289,41
770596458,45,"F","Doctorate","Married","Less than $40K",3,2704,2362,39
789392883,38,"F","Post-Graduate","Unknown","Less than $40K",1,1878,4650,71
803805483,46,"F","College","Married","Unknown",3,10600,4697,67
709534083,58,"F","Uneducated","Divorced","Less than $40K",2,9909,1844,41
710579583,57,"F","Graduate","Married","Less than $40K",2,1665,4420,86
708949908,50,"M","Graduate","Divorced","$120K +",3,1656,2073,44
711907083,53,"M","High School","Unknown","$80K - $120K",3,14111,2950,64
718696458,52,"F","Graduate","Married","Less than $40K",2,2012,3822,68
710611683,43,"F","Post-Graduate","Married","Less than $40K",1,2837,4279,83
721511883,40,"F","Graduate","Single","Less than $40K",2,1709,4981,79
779116158,49,"F","Unknown","Married","Less than $40K",2,5714,4331,85
720193533,41,"M","Unknown","Married","$60K - $80K",1,5071,3358,62
753094533,51,"M","Uneducated","Married","$80K - $120K",3,24028,3531,73
719545983,31,"F","Post-Graduate","Unknown","Unknown",3,13882,4798,82
716494383,49,"F","Graduate","Unknown","$40K - $60K",2,3585,4399,78
769892058,40,"M","Uneducated","Single","$80K - $120K",2,9124,4564,65
709098108,45,"F","Graduate","Married","Unknown",2,2705,4749,80
715705683,56,"F","Graduate","Single","Less than $40K",3,1936,4578,70
715724808,49,"M","High School","Married","$80K - $120K",2,8051,4370,83
717123858,36,"F","Graduate","Married","$40K - $60K",1,3635,4045,62
716236683,46,"F","High School","Married","Less than $40K",2,2532,4143,71
771224358,54,"F","Unknown","Married","Less than $40K",1,2028,4030,78
779310033,42,"F","Doctorate","Married","Less than $40K",2,4304,1788,36
710595783,46,"F","Graduate","Unknown","Unknown",1,6644,4659,76
711409833,45,"F","Uneducated","Married","Less than $40K",1,1830,4838,71
721174008,37,"M","Uneducated","Married","$120K +",3,7607,4495,77
714192933,55,"F","Graduate","Single","Less than $40K",3,2060,1976,44
709632483,49,"F","High School","Single","Less than $40K",2,1438.3,4457,84
718431258,41,"M","High School","Single","$60K - $80K",3,3126,3662,74
817029108,47,"F","Post-Graduate","Single","$40K - $60K",6,6885,3804,67
796931508,42,"M","High School","Unknown","$60K - $80K",3,1871,2593,48
769577358,31,"F","Graduate","Single","Less than $40K",2,2787,4358,89
815589558,50,"M","Post-Graduate","Married","$80K - $120K",3,1867,4097,70
714287583,41,"F","Unknown","Married","Less than $40K",2,1438.3,1852,38
718975083,47,"F","Graduate","Single","Less than $40K",4,2473,2133,44
715315008,40,"M","Post-Graduate","Single","$40K - $60K",3,4640,3870,70
779252283,47,"F","High School","Married","Less than $40K",3,2712,5201,82
714031083,46,"F","Graduate","Unknown","Unknown",2,8869,1935,40
772442883,51,"F","Graduate","Married","Unknown",3,3853,2443,38
714533058,53,"F","College","Married","Less than $40K",2,1438.3,4606,86
716570958,50,"M","Post-Graduate","Divorced","$60K - $80K",2,14409,2351,39
710116833,59,"F","High School","Single","$40K - $60K",3,1665,2748,40
718586133,43,"F","Graduate","Married","Less than $40K",1,2639,4892,85
773322558,59,"F","High School","Married","Less than $40K",1,2338,3964,69
714554808,51,"F","Graduate","Married","Less than $40K",3,2774,4802,91
717903108,57,"F","College","Single","Unknown",1,4283,4689,65
815908908,47,"F","Uneducated","Single","Unknown",4,6263,2613,50
771464808,35,"F","Graduate","Single","Less than $40K",3,2317,4161,71
708234558,55,"F","College","Divorced","Less than $40K",2,2239,4540,73
715737258,41,"F","College","Married","Less than $40K",3,2225,4917,84
710188308,51,"F","Graduate","Single","Less than $40K",2,1519,4927,73
708670608,48,"F","Uneducated","Married","Unknown",2,5495,5125,85
714839808,51,"F","Graduate","Married","Less than $40K",1,2141,4317,64
811140933,43,"F","High School","Married","Less than $40K",1,2616,5219,63
788937933,39,"F","Graduate","Divorced","Less than $40K",1,5494,3566,81
721527858,52,"F","High School","Married","Less than $40K",5,2003,2343,42
718265658,47,"F","Uneducated","Single","Less than $40K",1,2092,4130,80
714312708,44,"M","High School","Single","$60K - $80K",3,6606,4493,68
715821183,42,"F","College","Married","Unknown",3,7102,4083,68
709487058,51,"F","Unknown","Married","Less than $40K",2,13812,3723,56
712675158,56,"M","Graduate","Single","$60K - $80K",3,7075,4160,75
826473858,44,"M","College","Single","$40K - $60K",1,4274,4820,60
817382958,47,"F","High School","Single","Less than $40K",1,2317,4894,89
712927383,51,"F","Uneducated","Single","Less than $40K",3,1438.3,1939,49
712894308,47,"M","High School","Married","$80K - $120K",3,2888,4345,75
712349808,44,"F","College","Single","Unknown",1,12310,4176,76
778780008,48,"M","Unknown","Married","$60K - $80K",3,1622,4164,66
711430908,45,"F","Graduate","Married","Less than $40K",2,1438.3,2153,35
779670783,40,"M","Unknown","Single","$80K - $120K",2,12559,4700,71
718757808,56,"F","Uneducated","Unknown","$40K - $60K",3,2929,3875,67
779530908,48,"F","Unknown","Divorced","Less than $40K",2,1438.3,1897,58
716389833,50,"F","Unknown","Single","Less than $40K",1,2319,4099,74
718469658,37,"F","Uneducated","Married","Unknown",3,7927,4094,85
809849358,55,"F","Graduate","Divorced","Less than $40K",6,1720,2719,36
719772258,38,"M","Unknown","Single","$80K - $120K",1,3642,4517,79
809363958,49,"F","High School","Married","$40K - $60K",1,3881,4177,66
709165533,47,"M","Doctorate","Unknown","$120K +",2,6143,4330,72
809846283,42,"F","Unknown","Married","Less than $40K",3,1438.3,4154,78
708427908,52,"F","College","Unknown","Less than $40K",3,2035,4643,86
721228308,47,"F","High School","Married","Less than $40K",3,3899,2182,40
713374533,52,"F","Unknown","Single","$40K - $60K",2,1981,3913,90
708708858,50,"F","Graduate","Single","Less than $40K",3,2422,2548,46
721111233,52,"M","Graduate","Married","$80K - $120K",3,11964,4853,85
708538608,50,"F","College","Married","Unknown",4,3862,4058,81
718866633,46,"M","College","Married","$80K - $120K",4,33142,4347,63
719100633,40,"M","High School","Single","$120K +",4,34516,3564,73
789328083,42,"F","High School","Married","Less than $40K",3,3454,2826,39
822905058,29,"F","Graduate","Married","Less than $40K",3,2732,4702,85
816549933,50,"M","High School","Divorced","$80K - $120K",2,1687,4342,82
716421633,43,"F","Graduate","Married","Less than $40K",2,3523,3174,44
712667958,40,"M","Uneducated","Single","$120K +",3,5773,3732,71
809559933,45,"F","Graduate","Married","Unknown",5,4462,2526,41
819979458,35,"F","Doctorate","Married","Less than $40K",2,3976,4419,75
708100533,55,"F","College","Single","Less than $40K",3,2679,4943,85
778669608,49,"F","Unknown","Married","$40K - $60K",3,1564,5172,78
802867683,53,"F","High School","Single","$40K - $60K",2,1536,4133,78
711893358,46,"M","High School","Married","$40K - $60K",2,2375,4087,66
785410158,50,"F","High School","Married","Less than $40K",3,2719,4172,65
718596858,53,"F","Graduate","Divorced","$40K - $60K",3,3369,5220,78
708338958,58,"F","Graduate","Single","Less than $40K",1,3173,3797,75
714688833,47,"F","High School","Unknown","Less than $40K",2,3139,4892,95
789662283,50,"F","High School","Married","Less than $40K",3,2140,2915,50
712805658,56,"F","Uneducated","Single","Less than $40K",3,2258,4803,72
815598858,48,"M","Graduate","Married","$40K - $60K",1,2423,4035,74
779412783,55,"F","High School","Single","Less than $40K",3,2376,4301,79
780036483,38,"M","Graduate","Single","Less than $40K",5,1690,3928,69
711527508,46,"F","High School","Married","$40K - $60K",3,8583,1794,31
720768258,52,"F","Graduate","Single","Less than $40K",2,2996,4724,66
716023533,49,"F","Post-Graduate","Single","Unknown",3,2880,4334,81
714075708,48,"M","Uneducated","Divorced","$80K - $120K",3,34516,4814,71
787475433,36,"F","Doctorate","Single","Unknown",2,6966,4855,69
787505133,36,"M","College","Married","$120K +",2,11316,2595,49
712241433,38,"F","High School","Single","Less than $40K",2,1438.3,4247,84
807990108,44,"M","Uneducated","Divorced","$120K +",2,11362,3197,61
719018208,52,"F","Doctorate","Married","Unknown",4,7210,2516,36
716641983,55,"F","College","Single","Unknown",3,7790,4835,84
708989358,37,"F","Unknown","Married","Less than $40K",3,2023,4391,79
708807483,51,"F","Graduate","Married","$40K - $60K",2,9117,3837,75
715774833,41,"F","Doctorate","Unknown","Less than $40K",1,1801,3797,74
714733908,51,"M","High School","Married","$60K - $80K",6,8787,4537,75
721067658,40,"M","Graduate","Married","$60K - $80K",1,27436,4051,81
788997408,65,"F","Doctorate","Single","Less than $40K",3,2195,4205,65
719835033,46,"M","College","Married","$80K - $120K",3,13734,4283,67
771854808,45,"M","Graduate","Married","$60K - $80K",2,2731,3915,66
717299958,49,"M","Graduate","Single","$80K - $120K",2,2453,4185,66
720778458,49,"M","Unknown","Married","$60K - $80K",3,7451,4960,97
713019783,41,"F","High School","Married","$40K - $60K",3,2644,4081,72
770968383,41,"M","Graduate","Married","$80K - $120K",2,34516,2022,52
709747308,41,"M","Graduate","Married","$60K - $80K",4,4575,4726,64
801366783,51,"F","College","Single","Less than $40K",3,4860,4329,80
798786333,46,"F","Graduate","Married","Less than $40K",4,1438.3,3399,66
771723408,37,"F","Unknown","Single","Less than $40K",2,1690,2645,60
715117008,39,"M","Uneducated","Married","$40K - $60K",2,1438.3,4596,82
713944833,46,"M","Uneducated","Single","$60K - $80K",3,24512,4561,78
713569158,43,"F","High School","Single","$40K - $60K",3,1654,2086,47
713037333,63,"M","Graduate","Single","$80K - $120K",1,21430,3561,57
718267233,50,"M","Graduate","Married","$120K +",3,34516,3828,65
709736658,37,"M","Uneducated","Married","$40K - $60K",3,1438.3,4446,86
710929233,33,"F","Doctorate","Single","Less than $40K",2,2800,4253,83
714290583,44,"M","Post-Graduate","Married","$60K - $80K",2,3117,4391,85
717972408,44,"M","Uneducated","Married","$80K - $120K",3,2558,3792,78
718626033,47,"M","High School","Married","$60K - $80K",3,10061,2802,52
720008133,45,"F","Graduate","Unknown","Unknown",1,3416,4121,83
710476908,39,"F","Graduate","Married","Unknown",3,9371,4754,78
709888383,47,"F","Graduate","Married","Less than $40K",1,3147,4465,82
788864508,52,"F","Unknown","Single","Less than $40K",2,1554,4997,79
714010383,47,"F","Uneducated","Single","Unknown",4,3502,1895,42
719549508,49,"F","Graduate","Single","Less than $40K",2,2712,4678,74
718670808,59,"F","College","Married","Less than $40K",1,1438.3,4817,81
718211208,39,"M","High School","Married","$120K +",3,3281,4109,69
712578933,35,"F","High School","Married","$40K - $60K",2,1438.3,2500,44
709343433,39,"F","Graduate","Single","Less than $40K",3,2469,3837,74
767488908,41,"M","Unknown","Married","$80K - $120K",2,3497,4345,72
719531133,46,"F","Unknown","Unknown","$40K - $60K",2,2505,4384,80
719006508,34,"M","Graduate","Married","$60K - $80K",1,2763,4136,69
721287183,49,"F","Uneducated","Married","Less than $40K",2,2081,4863,87
711144183,55,"F","Graduate","Married","Unknown",3,2815,2618,29
709080783,56,"F","Graduate","Single","Less than $40K",1,1737,4723,78
710520408,52,"F","High School","Single","Unknown",3,9078,4458,87
785262333,46,"M","Uneducated","Unknown","$40K - $60K",4,6185,2225,45
716513358,51,"F","Graduate","Divorced","Unknown",3,2069,4402,91
719073483,45,"M","Uneducated","Married","$80K - $120K",3,9234,2586,44
715372083,37,"F","Graduate","Single","Less than $40K",3,2684,4796,85
780034083,48,"F","High School","Married","$40K - $60K",2,2151,4604,86
794581533,52,"M","College","Single","$60K - $80K",3,2749,3882,90
710013258,44,"F","High School","Single","Less than $40K",2,1980,4467,69
719084358,55,"F","Graduate","Married","Less than $40K",4,4232,2312,37
789173958,45,"F","Graduate","Married","Less than $40K",1,1438.3,4283,76
789575583,43,"F","Uneducated","Unknown","Unknown",1,6931,4437,64
712434708,52,"F","High School","Married","Less than $40K",3,3302,2682,47
808675083,61,"M","Graduate","Single","Unknown",3,4235,3862,76
710864358,51,"F","Doctorate","Married","Unknown",6,6501,5074,81
712574583,34,"F","Graduate","Single","Unknown",1,6376,5192,70
708412758,33,"F","Graduate","Single","Less than $40K",2,1457,2200,45
714389058,38,"F","Unknown","Married","$40K - $60K",3,5576,4322,85
715767033,56,"F","College","Single","Unknown",1,1438.3,4919,83
779281233,45,"F","Graduate","Single","Unknown",3,2478,4353,80
717147708,44,"M","Uneducated","Divorced","$60K - $80K",3,3650,4250,81
715029333,52,"F","Unknown","Divorced","Less than $40K",2,2111,4459,72
806989008,30,"F","High School","Single","Unknown",1,12917,4108,82
713158083,56,"M","High School","Single","$120K +",4,7327,2185,41
771037008,46,"M","Uneducated","Married","$80K - $120K",1,13324,4245,76
710587458,34,"M","High School","Unknown","$80K - $120K",3,11154,4339,77
710563458,43,"F","Graduate","Divorced","Unknown",3,9535,4210,81
720010608,37,"M","Unknown","Single","$40K - $60K",2,10226,2243,44
710343783,37,"F","Unknown","Married","Less than $40K",1,2140,4610,65
772578858,49,"F","Unknown","Married","Less than $40K",4,2904,3848,66
708559533,40,"M","Uneducated","Married","$80K - $120K",3,1770,4442,83
711939558,37,"F","Unknown","Single","Less than $40K",2,1534,2596,39
772143333,46,"F","High School","Single","Less than $40K",3,2170,4569,79
711067383,53,"M","Unknown","Single","$120K +",2,10001,4167,74
817041408,56,"F","High School","Married","Unknown",2,4169,4519,82
771942333,65,"M","College","Single","Less than $40K",2,5363,3855,63
755247108,50,"F","Doctorate","Single","Less than $40K",1,3206,4731,82
715710708,50,"M","Unknown","Married","$60K - $80K",3,18085,4583,76
713858733,61,"F","Post-Graduate","Married","$40K - $60K",3,2566,4344,73
717129333,35,"F","Graduate","Married","$40K - $60K",1,1438.3,4434,73
716924958,65,"F","Graduate","Single","Less than $40K",0,6812,2288,48
719614758,45,"F","Graduate","Single","$40K - $60K",2,2700,4984,75
721537683,50,"F","Post-Graduate","Married","Unknown",3,5471,4002,67
771500358,43,"F","Uneducated","Divorced","Less than $40K",3,4332,4093,84
711531858,48,"F","Unknown","Married","Less than $40K",3,2447,2132,37
715060158,41,"F","Graduate","Single","Less than $40K",2,1783,3853,76
779725833,42,"M","Graduate","Single","$60K - $80K",3,11761,4946,73
716592558,52,"F","High School","Single","Less than $40K",3,2340,4501,68
771020133,45,"F","Uneducated","Single","Less than $40K",3,2859,4440,79
709153008,37,"M","High School","Married","$40K - $60K",3,2523,4683,76
713394858,48,"M","Post-Graduate","Married","$40K - $60K",2,4776,4581,60
721175283,59,"F","Graduate","Married","Less than $40K",1,2697,4489,58
715503558,57,"F","High School","Married","Less than $40K",2,3542,4127,71
819943458,57,"M","Graduate","Single","$120K +",4,34516,1777,37
717094758,40,"F","Post-Graduate","Married","Unknown",3,8823,4453,84
772073508,52,"F","College","Single","Less than $40K",3,1764,2740,47
721351983,43,"F","Uneducated","Married","Less than $40K",3,3492,2510,47
714477408,36,"F","High School","Married","Less than $40K",3,2977,2201,39
718471758,49,"M","Doctorate","Single","$60K - $80K",2,30976,3193,69
711607833,43,"M","High School","Married","$60K - $80K",2,2810,4875,97
708621408,39,"F","Unknown","Single","Less than $40K",2,1438.3,4173,82
719277033,44,"M","High School","Single","$40K - $60K",3,8997,4558,62
813905508,57,"F","Uneducated","Single","Less than $40K",3,2002,3735,73
719761458,55,"M","Post-Graduate","Single","$60K - $80K",2,4998,4329,61
708222558,37,"F","Post-Graduate","Married","Less than $40K",2,2310,4191,77
713937558,54,"F","High School","Married","$40K - $60K",3,3892,4318,74
709603608,34,"M","Uneducated","Married","$60K - $80K",1,2345,4634,69
804661083,50,"M","Graduate","Single","$80K - $120K",2,2135,4821,77
720977358,50,"F","Unknown","Single","Less than $40K",2,2528,4269,78
718420308,50,"F","High School","Married","Less than $40K",1,3397,4208,75
714046608,49,"M","Doctorate","Married","$60K - $80K",6,19719,3572,73
718048608,41,"F","Graduate","Married","Unknown",3,15292,5120,74
718497033,52,"M","High School","Married","$120K +",3,31733,3723,53
711801933,54,"F","High School","Single","$40K - $60K",3,1438.3,2092,42
716282208,54,"F","Post-Graduate","Married","Less than $40K",6,1638,1702,36
789076083,50,"F","High School","Single","Less than $40K",3,2775,4608,84
714045783,37,"F","Graduate","Married","$40K - $60K",2,2547,2160,46
769720683,50,"F","Graduate","Married","Unknown",2,5708,4914,60
721092783,46,"M","Graduate","Married","$80K - $120K",3,19838,3982,68
720243933,47,"M","Uneducated","Married","$60K - $80K",3,1789,2784,49
818502708,51,"F","Uneducated","Single","$40K - $60K",3,2284,4885,86
712942308,42,"M","Doctorate","Single","$60K - $80K",1,11535,3730,67
714262533,28,"F","Unknown","Married","Unknown",4,3524,4252,78
714708183,58,"M","High School","Single","$60K - $80K",3,30186,4070,74
718285308,44,"F","Unknown","Single","Less than $40K",3,1438.3,3576,55
720595083,40,"F","Unknown","Married","Less than $40K",2,1620,4530,69
787501758,51,"F","High School","Single","Less than $40K",2,4038,4188,68
714990633,56,"M","Graduate","Single","$80K - $120K",3,2078,4382,82
714652383,51,"F","Graduate","Married","Less than $40K",3,1571,4580,74
788776008,43,"M","College","Married","$80K - $120K",3,4726,4683,91
709176108,56,"F","Post-Graduate","Unknown","Less than $40K",3,4604,4586,79
719354433,48,"M","College","Single","$80K - $120K",3,34516,4042,78
709368483,56,"M","Graduate","Married","$40K - $60K",2,1438.3,4323,77
717621333,48,"F","Unknown","Divorced","Less than $40K",2,2680,4592,78
716272158,41,"F","College","Married","$40K - $60K",3,4312,2693,56
803355408,50,"M","Unknown","Married","$60K - $80K",3,2205,4813,77
717073308,44,"F","College","Married","Less than $40K",6,2679,4804,78
789105183,54,"M","Post-Graduate","Single","$80K - $120K",1,34516,4401,87
721305408,48,"F","Graduate","Married","Less than $40K",2,3378,4761,81
715739733,34,"M","High School","Single","$40K - $60K",1,1793,5293,88
779217333,59,"F","Graduate","Divorced","Less than $40K",2,2228,3922,75
712133508,41,"F","College","Single","$40K - $60K",0,2577,4734,75
714602658,39,"F","Graduate","Married","Less than $40K",2,1462,1998,36
712446783,50,"F","Graduate","Married","Less than $40K",3,4038,2400,41
720049083,35,"F","Unknown","Divorced","Unknown",3,1438.3,2355,47
824172258,34,"F","Unknown","Divorced","Less than $40K",1,4408,4495,77
717695058,46,"F","High School","Married","Unknown",1,4163,4763,76
719782458,49,"F","Graduate","Married","$40K - $60K",3,7201,3981,76
718141983,49,"M","High School","Single","$80K - $120K",3,1883,5187,89
718853358,42,"F","Graduate","Single","Less than $40K",1,3308,5104,85
772539558,65,"F","College","Single","Less than $40K",3,2022,4623,65
817094283,43,"F","Graduate","Married","Less than $40K",3,8597,5173,78
716932308,38,"F","College","Married","Unknown",1,4693,4460,79
714738858,52,"F","Graduate","Unknown","Less than $40K",1,2873,4620,81
772409733,39,"F","High School","Divorced","$40K - $60K",1,3400,4742,90
717534108,48,"F","High School","Divorced","$40K - $60K",1,2405,4421,79
816378033,46,"M","Uneducated","Single","$80K - $120K",3,34516,1989,47
790141308,44,"M","College","Married","$80K - $120K",3,8241,4436,79
710770383,53,"F","Graduate","Married","$40K - $60K",3,1438.3,4915,92
711351108,44,"F","High School","Unknown","Less than $40K",3,2608,4671,61
713744058,41,"F","High School","Married","Less than $40K",2,2359,5232,78
708998583,47,"F","Post-Graduate","Married","Less than $40K",2,1790,4141,87
827451333,54,"F","Uneducated","Married","Less than $40K",6,2247,2615,37
714228558,40,"M","High School","Single","$80K - $120K",3,3624,4749,82
797668983,42,"F","Graduate","Married","Less than $40K",2,1438.3,4396,70
713023158,39,"F","College","Married","$40K - $60K",1,2901,4239,78
709982658,41,"F","College","Married","Less than $40K",2,9759,4226,77
715398858,57,"F","Post-Graduate","Married","Less than $40K",3,2525,4360,78
715615233,60,"F","High School","Divorced","Less than $40K",3,2737,4507,86
710650608,51,"M","Graduate","Married","$80K - $120K",3,19262,4812,85
803214108,33,"F","High School","Single","Unknown",1,2252,5055,68
717202083,46,"M","Unknown","Single","$80K - $120K",3,7077,2619,41
719051733,63,"M","College","Single","$60K - $80K",2,2706,5047,64
789900633,49,"F","High School","Married","$40K - $60K",3,3263,4288,69
789122808,41,"F","College","Married","$40K - $60K",2,3281,2907,45
709902108,51,"M","High School","Married","$80K - $120K",3,8169,4927,70
713666058,46,"F","College","Divorced","$40K - $60K",1,3276,4264,76
711453783,41,"F","Unknown","Single","Less than $40K",2,1966,4666,74
778936008,46,"F","High School","Married","Unknown",1,5869,5103,83
708085458,34,"F","Uneducated","Single","Less than $40K",2,1438.3,3940,82
749067633,45,"F","Unknown","Married","Less than $40K",2,3682,4015,77
716170308,27,"F","Graduate","Divorced","Unknown",1,13439,4715,86
711507783,54,"F","Doctorate","Single","Less than $40K",4,1694,1930,41
819752133,41,"M","High School","Divorced","$80K - $120K",2,1636,4695,73
711061908,48,"F","Graduate","Married","Less than $40K",2,1449,4039,50
744231708,45,"F","Graduate","Married","Less than $40K",3,1513,4166,71
716856408,39,"F","Graduate","Single","Less than $40K",2,1438.3,2392,44
711780108,46,"F","Doctorate","Divorced","Less than $40K",3,4120,4792,81
715178733,47,"F","Unknown","Single","Less than $40K",3,2289,4817,77
721418133,45,"F","Graduate","Single","Less than $40K",2,2016,4535,82
720124758,49,"M","Uneducated","Married","$80K - $120K",4,2509,2239,47
809068983,40,"F","Graduate","Married","Less than $40K",1,3511,5238,82
711052308,45,"M","Post-Graduate","Divorced","$60K - $80K",3,2751,4453,75
718967433,34,"F","High School","Divorced","Less than $40K",6,2426,4918,81
709827933,44,"M","Graduate","Married","$80K - $120K",3,12230,3659,76
787568433,42,"M","Graduate","Single","$60K - $80K",1,7328,4518,79
720256158,47,"F","High School","Married","Unknown",1,2264,4279,75
715435758,42,"M","Graduate","Single","$80K - $120K",1,3046,4711,77
719505483,51,"F","Uneducated","Married","Unknown",3,5881,4431,89
721247883,52,"M","College","Married","$80K - $120K",2,16207,3621,83
772220433,44,"M","College","Unknown","$60K - $80K",3,15468,4484,81
789692283,47,"F","College","Single","Less than $40K",3,5950,4655,66
815091333,48,"F","Unknown","Married","Less than $40K",1,3119,4705,77
778732158,50,"F","Uneducated","Unknown","Unknown",1,1507,4037,83
715129233,51,"F","High School","Single","Less than $40K",3,2902,4748,74
714083208,47,"F","College","Married","Less than $40K",2,1585,4656,80
716559108,47,"F","High School","Single","Less than $40K",2,2899,4296,68
715102308,50,"F","Unknown","Married","$40K - $60K",1,2295,2245,47
768814983,39,"F","Unknown","Married","Less than $40K",1,3251,4284,85
788744058,48,"F","High School","Married","Unknown",1,4009,4506,80
782802033,45,"F","Unknown","Married","Less than $40K",2,3411,2108,55
708499608,49,"M","Post-Graduate","Single","$40K - $60K",1,15525,4042,78
794947683,35,"F","Graduate","Single","Less than $40K",3,2118,4541,60
716442333,34,"F","Graduate","Married","$40K - $60K",2,2275,4977,88
772189308,59,"F","College","Single","Less than $40K",2,2601,4899,62
721529583,52,"M","High School","Single","$80K - $120K",3,4642,3532,72
713578608,58,"M","Doctorate","Single","Less than $40K",4,1438.3,4082,82
718976283,51,"F","Unknown","Single","Less than $40K",2,1858,4388,66
711505308,59,"F","Graduate","Single","Less than $40K",3,2636,4727,83
711131958,50,"F","Doctorate","Single","$40K - $60K",3,3743,4621,71
714687858,49,"F","Graduate","Single","Less than $40K",1,1438.3,4538,82
780289308,61,"F","High School","Married","Less than $40K",3,4130,2418,57
708504783,47,"M","Uneducated","Unknown","$40K - $60K",3,10960,3480,62
778857108,52,"F","Post-Graduate","Married","$40K - $60K",2,3900,4337,81
756598833,38,"M","Uneducated","Married","Less than $40K",3,6236,5389,84
718748133,34,"F","Graduate","Single","Unknown",1,2591,3876,67
714503433,57,"F","Doctorate","Married","Less than $40K",3,1615,2212,43
710869008,47,"F","Graduate","Single","Unknown",1,8332,5108,78
779643858,55,"F","Graduate","Married","Less than $40K",5,2033,4100,82
715250583,55,"M","Unknown","Single","$80K - $120K",2,8082,4277,59
714396558,57,"F","High School","Married","Less than $40K",2,1511,4683,87
752766783,43,"F","Graduate","Divorced","Unknown",2,11536,4106,81
