"CLIENTNUM","Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Months_Inactive_12_mon","Credit_Limit","Total_Trans_Amt","Total_Trans_Ct"
708393633,41,"F","High School","Married","Less than $40K",2,2685,4625,94
708657033,60,"F","College","Single","Less than $40K",3,2694,3837,71
717949008,40,"F","High School","Single","$40K - $60K",2,1554,2341,43
718243533,48,"M","Post-Graduate","Divorced","$60K - $80K",3,2648,3880,74
779754408,44,"M","Graduate","Single","$40K - $60K",2,2477,4349,69
711832533,42,"M","High School","Single","$80K - $120K",3,34516,3748,62
719962458,44,"F","Graduate","Unknown","Less than $40K",2,2561,4869,70
712734933,43,"F","College","Married","Less than $40K",2,4020,1952,39
711796683,50,"F","Graduate","Single","Less than $40K",4,7398,4311,73
709407933,51,"M","High School","Single","$80K - $120K",3,34516,4544,80
720494058,51,"F","College","Married","Less than $40K",3,3042,4781,79
717050883,60,"F","High School","Single","Less than $40K",2,2688,4183,71
715659333,43,"F","High School","Single","$40K - $60K",3,4902,4508,69
720175008,48,"F","Doctorate","Married","$40K - $60K",1,5069,4055,66
713334483,46,"M","Post-Graduate","Single","$60K - $80K",2,8766,2263,35
708360108,50,"M","College","Single","$40K - $60K",1,2800,4869,90
716631708,56,"M","High School","Married","$60K - $80K",3,2713,4027,67
713025558,53,"F","Doctorate","Single","Less than $40K",2,1438.3,1935,47
710506683,47,"F","High School","Single","$40K - $60K",1,1746,4543,75
718041033,47,"F","Graduate","Married","Less than $40K",1,2178,5363,76
718164858,42,"F","Post-Graduate","Married","Less than $40K",3,2021,4642,97
809565183,52,"F","Graduate","Single","Less than $40K",3,1842,2650,43
778377183,49,"M","Graduate","Single","$120K +",2,18284,4846,92
771403008,52,"M","Graduate","Unknown","$60K - $80K",1,7215,4409,75
787441383,52,"F","Graduate","Married","Less than $40K",1,1793,3989,62
711345258,52,"F","High School","Married","$40K - $60K",3,5731,4751,85
713685033,44,"F","Graduate","Married","Less than $40K",2,2417,1848,38
718205283,48,"F","College","Single","$40K - $60K",3,1438.3,5035,76
720941433,53,"F","High School","Married","Less than $40K",3,1547,2312,43
710201058,46,"F","Graduate","Married","Less than $40K",3,1485,4198,65
785218458,44,"M","Graduate","Married","$40K - $60K",1,2505,4333,77
770740308,49,"F","Graduate","Unknown","$40K - $60K",3,2631,4691,92
787493808,48,"F","Graduate","Unknown","Less than $40K",2,2700,2396,49
708846183,48,"M","College","Single","$60K - $80K",2,3307,4006,68
711151383,34,"F","Post-Graduate","Single","Less than $40K",2,2066,2157,37
772063308,45,"M","Graduate","Single","$60K - $80K",1,13362,4155,79
718574808,33,"F","Graduate","Single","Less than $40K",3,2431,4327,74
717131283,43,"F","High School","Divorced","$40K - $60K",1,6034,4712,67
716831508,47,"F","High School","Single","$40K - $60K",1,1963,3492,59
711027183,50,"M","College","Single","$40K - $60K",3,6943,4946,80
718812708,57,"M","Graduate","Single","$120K +",3,34516,1882,48
711267633,50,"F","Graduate","Divorced","Less than $40K",4,4248,2271,36
719613783,51,"F","Doctorate","Married","Less than $40K",2,1438.3,4211,64
708473133,55,"F","Graduate","Married","Less than $40K",2,1677,4588,68
720963258,52,"F","College","Married","Less than $40K",2,3474,2675,37
712676208,46,"F","High School","Single","Less than $40K",3,1787,4084,79
709005633,62,"M","High School","Single","$60K - $80K",2,18734,2112,52
712102983,47,"F","College","Married","Less than $40K",3,1438.3,3832,87
754480233,50,"M","Post-Graduate","Divorced","$40K - $60K",2,3525,4742,62
719042208,43,"M","Doctorate","Unknown","$60K - $80K",3,2067,4565,65
715537383,46,"M","College","Single","$120K +",1,27378,3934,78
709460883,38,"F","Doctorate","Married","Less than $40K",2,1614,2437,46
789325008,49,"M","College","Single","Less than $40K",3,7862,3645,82
719195733,47,"M","College","Married","$60K - $80K",1,4284,4948,85
711982383,62,"M","Graduate","Single","$60K - $80K",3,21805,4694,79
788874333,55,"M","Post-Graduate","Unknown","$120K +",1,15631,4313,67
793712658,52,"M","Graduate","Married","$80K - $120K",2,15011,1821,36
719659758,45,"F","High School","Married","$40K - $60K",1,2919,4194,72
716483358,44,"M","Graduate","Single","$40K - $60K",1,6125,5481,68
786536808,51,"M","College","Married","$80K - $120K",3,21543,3928,82
807369708,52,"M","College","Married","$120K +",2,6355,4009,74
711397533,52,"F","High School","Married","Less than $40K",2,5616,3410,62
715233108,38,"M","College","Married","$60K - $80K",1,2836,4121,83
813807258,50,"F","High School","Married","$40K - $60K",3,1438.3,4670,82
718451133,48,"M","Graduate","Single","$60K - $80K",5,14951,3899,68
780019908,53,"F","Graduate","Single","Less than $40K",3,2172,4657,82
720302883,53,"F","Graduate","Married","Less than $40K",3,3390,4585,78
715893633,47,"F","Doctorate","Single","Less than $40K",3,2193,4755,81
720638283,40,"F","College","Single","Less than $40K",3,2801,4568,83
789053883,43,"M","Post-Graduate","Single","$60K - $80K",2,11186,3692,84
719286708,50,"F","Graduate","Single","Less than $40K",5,2434,4498,76
793395933,59,"F","High School","Single","Less than $40K",3,2716,4208,69
771733608,47,"F","Graduate","Married","$40K - $60K",3,1438.3,2276,40
710102208,56,"M","Graduate","Single","$60K - $80K",2,18776,4464,75
712849158,55,"M","High School","Divorced","$80K - $120K",3,19793,2186,44
783070833,34,"F","Graduate","Single","$40K - $60K",2,2472,4408,86
789345408,39,"F","College","Married","$40K - $60K",3,1438.3,4983,53
720992883,47,"F","Graduate","Married","Less than $40K",3,3189,4805,76
789248958,37,"F","High School","Married","$40K - $60K",2,2946,5259,89
715440558,50,"F","Graduate","Married","Less than $40K",1,4143,3940,74
718311933,53,"F","Doctorate","Married","Less than $40K",2,3719,2587,43
710015733,41,"F","Doctorate","Divorced","Less than $40K",3,2029,3142,37
794965233,51,"F","Graduate","Married","Less than $40K",3,13199,1927,44
710512833,38,"F","Graduate","Married","Less than $40K",1,3304,5178,79
710803008,40,"F","Doctorate","Married","Less than $40K",3,3125,4372,68
712987608,51,"F","Doctorate","Single","Less than $40K",3,1438.3,4263,84
716974383,41,"M","Graduate","Single","$80K - $120K",2,2491,1911,35
720930633,58,"F","High School","Single","Less than $40K",4,1977,2341,37
710136258,33,"F","Graduate","Single","Less than $40K",2,1806,2833,43
779438208,38,"F","Graduate","Single","Less than $40K",3,1938,4606,75
721017333,42,"F","Post-Graduate","Married","Less than $40K",2,3188,4606,83
720952608,44,"F","High School","Single","Less than $40K",1,2288,4396,68
712886733,44,"F","Graduate","Unknown","Less than $40K",3,1780,4268,87
712877733,48,"M","Graduate","Married","$80K - $120K",3,12882,4407,84
720473433,59,"F","Graduate","Unknown","Less than $40K",1,2621,4955,78
711824358,44,"F","College","Single","Less than $40K",3,3228,4524,70
789990333,43,"F","Graduate","Single","$40K - $60K",2,2303,4469,80
709612983,41,"F","Graduate","Married","$40K - $60K",2,2990,2265,41
771058908,55,"F","High School","Single","$40K - $60K",3,2873,4563,72
715471833,50,"M","Post-Graduate","Married","$80K - $120K",1,28253,4525,67
713947908,33,"M","High School","Married","$80K - $120K",2,1630,4426,91
709688883,45,"M","High School","Unknown","$80K - $120K",3,3845,2174,39
716269308,56,"F","Graduate","Single","Less than $40K",2,2836,4192,90
708692583,44,"F","High School","Single","Less than $40K",3,1506,2312,44
709892658,48,"F","Graduate","Single","Less than $40K",3,1605,4495,67
713815383,53,"M","High School","Single","$80K - $120K",2,11778,2147,44
710183283,55,"F","High School","Married","Less than $40K",1,2747,5032,84
711937158,49,"M","College","Married","$60K - $80K",3,2501,4837,87
771486933,64,"M","Graduate","Single","Less than $40K",3,2563,3942,84
716403633,60,"F","College","Divorced","Less than $40K",3,3426,4467,69
717646983,59,"F","Graduate","Single","Less than $40K",3,3214,2720,53
778837083,50,"M","Graduate","Married","$80K - $120K",3,12906,2078,62
708946008,46,"F","College","Married","Less than $40K",2,1438.3,2445,39
715625658,49,"F","High School","Married","Less than $40K",1,4476,4603,87
708960858,40,"M","High School","Married","$80K - $120K",2,11502,4786,85
814840833,44,"M","Doctorate","Married","$120K +",3,7924,2393,37
772082208,39,"M","Graduate","Single","$120K +",2,16199,4254,82
718673358,35,"M","Doctorate","Married","$80K - $120K",3,13590,2137,52
716108283,53,"F","Graduate","Married","Less than $40K",3,4430,4833,82
779360808,49,"F","Graduate","Married","Less than $40K",3,2919,4937,75
716352033,49,"F","Graduate","Married","Less than $40K",3,2796,4869,78
716643033,41,"F","Graduate","Married","Less than $40K",3,2580,2981,40
711567333,43,"M","High School","Single","$60K - $80K",3,2834,4581,70
755437533,48,"F","Graduate","Single","Less than $40K",3,1522,5005,77
713573508,41,"M","Graduate","Unknown","$40K - $60K",2,16509,1740,43
709430508,40,"M","High School","Unknown","$40K - $60K",2,7316,1849,50
771566208,48,"M","College","Married","Less than $40K",1,8795,4681,74
720725883,34,"F","College","Single","Less than $40K",2,2715,4177,68
787519683,41,"F","Graduate","Single","Less than $40K",2,3028,4727,78
721044333,34,"F","College","Single","Less than $40K",2,1695,4905,91
713679633,41,"F","Graduate","Married","Less than $40K",3,1438.3,1813,51
711126483,37,"F","Graduate","Single","Less than $40K",3,1438.3,5136,76
715227633,36,"F","College","Single","Less than $40K",2,1964,4240,60
708635058,53,"F","High School","Single","Less than $40K",1,1904,4798,85
709051533,46,"F","Graduate","Married","$40K - $60K",3,2933,4956,92
712361583,47,"M","Graduate","Married","$80K - $120K",3,34516,3756,67
708390633,52,"F","Graduate","Married","Less than $40K",5,2421,4219,69
720281508,44,"F","Doctorate","Divorced","Less than $40K",1,2406,4625,91
720885558,51,"F","High School","Single","$40K - $60K",1,2621,4885,74
710086308,46,"F","High School","Unknown","$40K - $60K",2,3645,4680,87
713282733,37,"F","Graduate","Single","$40K - $60K",3,3375,4341,64
711359058,46,"F","High School","Single","Less than $40K",2,3942,4622,71
714064908,57,"F","Graduate","Single","Less than $40K",2,1771,4813,84
765847383,50,"M","Graduate","Married","$120K +",5,20958,4425,78
789531633,53,"F","Graduate","Single","Less than $40K",1,4117,5218,88
820593033,43,"F","Graduate","Single","$40K - $60K",1,18524,4496,64
710078358,36,"M","Post-Graduate","Married","Less than $40K",1,2222,4095,88
715025208,56,"F","College","Married","Less than $40K",3,3119,4168,63
709596783,46,"M","College","Married","$40K - $60K",1,1611,4444,78
715960308,53,"F","Graduate","Divorced","Less than $40K",3,4090,2016,49
787268733,52,"F","Graduate","Married","$40K - $60K",1,2442,4535,85
789923058,53,"F","High School","Married","$40K - $60K",3,1816,2474,44
771079833,40,"F","High School","Single","Less than $40K",3,1438.3,4332,78
710507733,42,"M","Graduate","Single","$60K - $80K",3,14958,4038,68
710536983,49,"F","Post-Graduate","Married","Less than $40K",3,3007,4423,67
778289883,42,"F","Graduate","Unknown","Less than $40K",3,1507,2528,41
803657133,60,"M","Graduate","Single","$40K - $60K",3,1848,4757,75
769053033,44,"F","Graduate","Single","$40K - $60K",2,4142,2104,44
713613258,46,"M","High School","Single","$80K - $120K",1,1438.3,4461,71
720782658,42,"M","Graduate","Married","$60K - $80K",2,3591,5079,80
768162108,49,"M","College","Married","$120K +",3,4781,2451,50
714516033,53,"M","High School","Married","$120K +",2,9025,4412,87
716292033,37,"F","High School","Single","Less than $40K",2,1438.3,4815,84
780372408,43,"F","High School","Single","Less than $40K",2,4976,4317,69
823507833,44,"M","High School","Single","$60K - $80K",3,14370,4510,79
711111633,60,"M","High School","Single","$40K - $60K",2,21681,3844,75
709904508,59,"F","Post-Graduate","Single","$40K - $60K",3,2634,4190,71
712022883,37,"F","High School","Single","$40K - $60K",1,2204,4555,82
714581358,48,"F","Graduate","Single","Less than $40K",3,1502,2204,36
825831933,52,"F","High School","Married","Less than $40K",2,3136,4528,81
720274158,42,"F","High School","Married","Less than $40K",2,4478,3879,76
794253108,52,"M","Graduate","Single","$40K - $60K",3,13090,3851,78
720899883,44,"F","High School","Married","$40K - $60K",2,6849,3770,82
716602683,49,"F","Graduate","Married","$40K - $60K",3,5678,5092,70
715928808,42,"F","High School","Married","Less than $40K",5,3964,4580,75
771899433,48,"M","Graduate","Married","$80K - $120K",2,7970,1263,27
721137558,40,"M","Graduate","Divorced","$40K - $60K",2,5821,2011,42
820268358,48,"F","Post-Graduate","Unknown","Less than $40K",1,2357,4534,75
822959133,32,"F","Post-Graduate","Married","$40K - $60K",3,3174,4508,83
713607108,46,"F","College","Divorced","Less than $40K",1,1852,4486,61
717890583,48,"F","Graduate","Divorced","$40K - $60K",1,3503,4671,93
718384233,52,"M","Doctorate","Single","$40K - $60K",2,17835,4258,58
713556033,36,"F","Graduate","Married","Less than $40K",2,1438.3,3959,59
719265108,42,"F","High School","Married","Less than $40K",3,3815,4430,94
778740708,39,"F","Graduate","Married","Less than $40K",3,1902,4203,69
720991833,48,"F","Doctorate","Married","Less than $40K",3,2514,2603,53
779954658,56,"M","High School","Single","$80K - $120K",3,34516,4714,82
714204108,45,"F","Graduate","Single","Less than $40K",3,2144,3859,55
805546308,65,"F","High School","Single","Less than $40K",3,5951,4554,83
802878408,53,"F","Graduate","Married","$40K - $60K",2,2799,4116,88
794558658,49,"F","Graduate","Married","Less than $40K",1,2560,4783,86
713435058,49,"F","High School","Divorced","Less than $40K",2,1972,4715,66
719656533,44,"M","High School","Married","$60K - $80K",2,2675,4149,79
719709558,48,"M","Graduate","Married","$40K - $60K",1,6223,4518,79
713105508,46,"M","High School","Single","$60K - $80K",3,34516,3754,53
710719683,49,"F","High School","Divorced","$40K - $60K",3,3054,4460,88
817892208,35,"F","Doctorate","Single","Less than $40K",1,1438.3,4006,72
718202658,47,"M","Graduate","Unknown","$120K +",2,9397,5265,98
709820658,45,"M","High School","Married","$80K - $120K",2,34516,3785,64
718481283,51,"F","High School","Married","Less than $40K",1,1822,5210,73
789300408,41,"M","High School","Married","Less than $40K",2,1614,4293,87
815088483,28,"F","Graduate","Divorced","Less than $40K",1,2543,3864,64
717139608,50,"F","College","Divorced","Less than $40K",2,3462,4635,65
717626508,44,"F","Graduate","Married","Less than $40K",3,1699,5495,87
718693683,65,"F","High School","Single","$40K - $60K",1,2418,3918,74
716298633,56,"F","Graduate","Single","Less than $40K",2,2086,5774,84
755661933,48,"F","Graduate","Single","$40K - $60K",3,1899,2434,45
712914783,43,"M","Graduate","Single","$40K - $60K",1,7564,4743,82
711240108,41,"M","Graduate","Married","$60K - $80K",2,13116,4800,61
721396758,35,"F","Doctorate","Married","Less than $40K",1,1438.3,5062,80
715636533,48,"F","High School","Married","Less than $40K",1,3716,4833,73
716669658,51,"F","High School","Single","Less than $40K",3,2006,2760,38
718212633,45,"F","High School","Married","$40K - $60K",2,2948,3635,79
771450708,58,"F","Graduate","Married","$40K - $60K",3,4669,4363,73
711311883,48,"F","Graduate","Married","Less than $40K",2,13994,3299,63
802673508,57,"M","Graduate","Single","$120K +",5,8760,2460,39
708113208,53,"F","High School","Married","Less than $40K",2,1688,4375,69
720043533,39,"M","Graduate","Single","$60K - $80K",2,4534,4211,66
716246733,57,"F","College","Single","Less than $40K",2,1857,4681,71
828285858,41,"F","College","Married","Less than $40K",1,1438.3,4053,66
718890933,45,"F","Doctorate","Married","Less than $40K",2,1438.3,2429,38
711148308,52,"M","Graduate","Single","$60K - $80K",2,9357,4173,77
712810233,40,"F","Graduate","Married","Less than $40K",2,2423,4258,80
714098883,45,"F","Graduate","Single","$40K - $60K",2,1936,4773,80
779327733,43,"M","Graduate","Divorced","$60K - $80K",3,1783,3861,81
710461083,56,"F","Graduate","Single","Less than $40K",1,1438.3,4333,84
709306983,44,"F","Post-Graduate","Married","Less than $40K",3,10580,4721,81
813182658,49,"F","High School","Married","Less than $40K",2,1656,4408,79
781110408,39,"F","High School","Single","Less than $40K",3,3279,5048,75
818007783,49,"F","College","Married","$40K - $60K",2,2578,4683,89
708862233,44,"F","Graduate","Married","$40K - $60K",3,4068,5161,83
714006333,42,"F","Graduate","Married","Less than $40K",2,2128,2289,41
770596458,45,"F","Doctorate","Married","Less than $40K",3,2704,2362,39
789392883,38,"F","Post-Graduate","Unknown","Less than $40K",1,1878,4650,71
710579583,57,"F","Graduate","Married","Less than $40K",2,1665,4420,86
708949908,50,"M","Graduate","Divorced","$120K +",3,1656,2073,44
711907083,53,"M","High School","Unknown","$80K - $120K",3,14111,2950,64
718696458,52,"F","Graduate","Married","Less than $40K",2,2012,3822,68
710611683,43,"F","Post-Graduate","Married","Less than $40K",1,2837,4279,83
721511883,40,"F","Graduate","Single","Less than $40K",2,1709,4981,79
716494383,49,"F","Graduate","Unknown","$40K - $60K",2,3585,4399,78
715705683,56,"F","Graduate","Single","Less than $40K",3,1936,4578,70
715724808,49,"M","High School","Married","$80K - $120K",2,8051,4370,83
717123858,36,"F","Graduate","Married","$40K - $60K",1,3635,4045,62
716236683,46,"F","High School","Married","Less than $40K",2,2532,4143,71
779310033,42,"F","Doctorate","Married","Less than $40K",2,4304,1788,36
714192933,55,"F","Graduate","Single","Less than $40K",3,2060,1976,44
709632483,49,"F","High School","Single","Less than $40K",2,1438.3,4457,84
718431258,41,"M","High School","Single","$60K - $80K",3,3126,3662,74
817029108,47,"F","Post-Graduate","Single","$40K - $60K",6,6885,3804,67
796931508,42,"M","High School","Unknown","$60K - $80K",3,1871,2593,48
769577358,31,"F","Graduate","Single","Less than $40K",2,2787,4358,89
815589558,50,"M","Post-Graduate","Married","$80K - $120K",3,1867,4097,70
718975083,47,"F","Graduate","Single","Less than $40K",4,2473,2133,44
715315008,40,"M","Post-Graduate","Single","$40K - $60K",3,4640,3870,70
779252283,47,"F","High School","Married","Less than $40K",3,2712,5201,82
714533058,53,"F","College","Married","Less than $40K",2,1438.3,4606,86
716570958,50,"M","Post-Graduate","Divorced","$60K - $80K",2,14409,2351,39
710116833,59,"F","High School","Single","$40K - $60K",3,1665,2748,40
718586133,43,"F","Graduate","Married","Less than $40K",1,2639,4892,85
773322558,59,"F","High School","Married","Less than $40K",1,2338,3964,69
714554808,51,"F","Graduate","Married","Less than $40K",3,2774,4802,91
771464808,35,"F","Graduate","Single","Less than $40K",3,2317,4161,71
708234558,55,"F","College","Divorced","Less than $40K",2,2239,4540,73
715737258,41,"F","College","Married","Less than $40K",3,2225,4917,84
710188308,51,"F","Graduate","Single","Less than $40K",2,1519,4927,73
714839808,51,"F","Graduate","Married","Less than $40K",1,2141,4317,64
811140933,43,"F","High School","Married","Less than $40K",1,2616,5219,63
788937933,39,"F","Graduate","Divorced","Less than $40K",1,5494,3566,81
721527858,52,"F","High School","Married","Less than $40K",5,2003,2343,42
714312708,44,"M","High School","Single","$60K - $80K",3,6606,4493,68
712675158,56,"M","Graduate","Single","$60K - $80K",3,7075,4160,75
826473858,44,"M","College","Single","$40K - $60K",1,4274,4820,60
817382958,47,"F","High School","Single","Less than $40K",1,2317,4894,89
712894308,47,"M","High School","Married","$80K - $120K",3,2888,4345,75
711430908,45,"F","Graduate","Married","Less than $40K",2,1438.3,2153,35
809849358,55,"F","Graduate","Divorced","Less than $40K",6,1720,2719,36
809363958,49,"F","High School","Married","$40K - $60K",1,3881,4177,66
709165533,47,"M","Doctorate","Unknown","$120K +",2,6143,4330,72
708427908,52,"F","College","Unknown","Less than $40K",3,2035,4643,86
721228308,47,"F","High School","Married","Less than $40K",3,3899,2182,40
708708858,50,"F","Graduate","Single","Less than $40K",3,2422,2548,46
721111233,52,"M","Graduate","Married","$80K - $120K",3,11964,4853,85
718866633,46,"M","College","Married","$80K - $120K",4,33142,4347,63
719100633,40,"M","High School","Single","$120K +",4,34516,3564,73
789328083,42,"F","High School","Married","Less than $40K",3,3454,2826,39
822905058,29,"F","Graduate","Married","Less than $40K",3,2732,4702,85
816549933,50,"M","High School","Divorced","$80K - $120K",2,1687,4342,82
716421633,43,"F","Graduate","Married","Less than $40K",2,3523,3174,44
819979458,35,"F","Doctorate","Married","Less than $40K",2,3976,4419,75
708100533,55,"F","College","Single","Less than $40K",3,2679,4943,85
802867683,53,"F","High School","Single","$40K - $60K",2,1536,4133,78
711893358,46,"M","High School","Married","$40K - $60K",2,2375,4087,66
785410158,50,"F","High School","Married","Less than $40K",3,2719,4172,65
718596858,53,"F","Graduate","Divorced","$40K - $60K",3,3369,5220,78
708338958,58,"F","Graduate","Single","Less than $40K",1,3173,3797,75
714688833,47,"F","High School","Unknown","Less than $40K",2,3139,4892,95
789662283,50,"F","High School","Married","Less than $40K",3,2140,2915,50
815598858,48,"M","Graduate","Married","$40K - $60K",1,2423,4035,74
779412783,55,"F","High School","Single","Less than $40K",3,2376,4301,79
780036483,38,"M","Graduate","Single","Less than $40K",5,1690,3928,69
711527508,46,"F","High School","Married","$40K - $60K",3,8583,1794,31
720768258,52,"F","Graduate","Single","Less than $40K",2,2996,4724,66
787505133,36,"M","College","Married","$120K +",2,11316,2595,49
712241433,38,"F","High School","Single","Less than $40K",2,1438.3,4247,84
708807483,51,"F","Graduate","Married","$40K - $60K",2,9117,3837,75
715774833,41,"F","Doctorate","Unknown","Less than $40K",1,1801,3797,74
714733908,51,"M","High School","Married","$60K - $80K",6,8787,4537,75
721067658,40,"M","Graduate","Married","$60K - $80K",1,27436,4051,81
788997408,65,"F","Doctorate","Single","Less than $40K",3,2195,4205,65
719835033,46,"M","College","Married","$80K - $120K",3,13734,4283,67
771854808,45,"M","Graduate","Married","$60K - $80K",2,2731,3915,66
717299958,49,"M","Graduate","Single","$80K - $120K",2,2453,4185,66
713019783,41,"F","High School","Married","$40K - $60K",3,2644,4081,72
770968383,41,"M","Graduate","Married","$80K - $120K",2,34516,2022,52
709747308,41,"M","Graduate","Married","$60K - $80K",4,4575,4726,64
801366783,51,"F","College","Single","Less than $40K",3,4860,4329,80
798786333,46,"F","Graduate","Married","Less than $40K",4,1438.3,3399,66
713569158,43,"F","High School","Single","$40K - $60K",3,1654,2086,47
713037333,63,"M","Graduate","Single","$80K - $120K",1,21430,3561,57
718267233,50,"M","Graduate","Married","$120K +",3,34516,3828,65
710929233,33,"F","Doctorate","Single","Less than $40K",2,2800,4253,83
714290583,44,"M","Post-Graduate","Married","$60K - $80K",2,3117,4391,85
718626033,47,"M","High School","Married","$60K - $80K",3,10061,2802,52
709888383,47,"F","Graduate","Married","Less than $40K",1,3147,4465,82
719549508,49,"F","Graduate","Single","Less than $40K",2,2712,4678,74
718670808,59,"F","College","Married","Less than $40K",1,1438.3,4817,81
718211208,39,"M","High School","Married","$120K +",3,3281,4109,69
712578933,35,"F","High School","Married","$40K - $60K",2,1438.3,2500,44
709343433,39,"F","Graduate","Single","Less than $40K",3,2469,3837,74
719006508,34,"M","Graduate","Married","$60K - $80K",1,2763,4136,69
709080783,56,"F","Graduate","Single","Less than $40K",1,1737,4723,78
715372083,37,"F","Graduate","Single","Less than $40K",3,2684,4796,85
780034083,48,"F","High School","Married","$40K - $60K",2,2151,4604,86
794581533,52,"M","College","Single","$60K - $80K",3,2749,3882,90
710013258,44,"F","High School","Single","Less than $40K",2,1980,4467,69
719084358,55,"F","Graduate","Married","Less than $40K",4,4232,2312,37
789173958,45,"F","Graduate","Married","Less than $40K",1,1438.3,4283,76
712434708,52,"F","High School","Married","Less than $40K",3,3302,2682,47
708412758,33,"F","Graduate","Single","Less than $40K",2,1457,2200,45
713158083,56,"M","High School","Single","$120K +",4,7327,2185,41
710587458,34,"M","High School","Unknown","$80K - $120K",3,11154,4339,77
772143333,46,"F","High School","Single","Less than $40K",3,2170,4569,79
771942333,65,"M","College","Single","Less than $40K",2,5363,3855,63
755247108,50,"F","Doctorate","Single","Less than $40K",1,3206,4731,82
713858733,61,"F","Post-Graduate","Married","$40K - $60K",3,2566,4344,73
717129333,35,"F","Graduate","Married","$40K - $60K",1,1438.3,4434,73
716924958,65,"F","Graduate","Single","Less than $40K",0,6812,2288,48
719614758,45,"F","Graduate","Single","$40K - $60K",2,2700,4984,75
715060158,41,"F","Graduate","Single","Less than $40K",2,1783,3853,76
779725833,42,"M","Graduate","Single","$60K - $80K",3,11761,4946,73
716592558,52,"F","High School","Single","Less than $40K",3,2340,4501,68
709153008,37,"M","High School","Married","$40K - $60K",3,2523,4683,76
713394858,48,"M","Post-Graduate","Married","$40K - $60K",2,4776,4581,60
721175283,59,"F","Graduate","Married","Less than $40K",1,2697,4489,58
715503558,57,"F","High School","Married","Less than $40K",2,3542,4127,71
819943458,57,"M","Graduate","Single","$120K +",4,34516,1777,37
772073508,52,"F","College","Single","Less than $40K",3,1764,2740,47
714477408,36,"F","High School","Married","Less than $40K",3,2977,2201,39
718471758,49,"M","Doctorate","Single","$60K - $80K",2,30976,3193,69
711607833,43,"M","High School","Married","$60K - $80K",2,2810,4875,97
719277033,44,"M","High School","Single","$40K - $60K",3,8997,4558,62
719761458,55,"M","Post-Graduate","Single","$60K - $80K",2,4998,4329,61
708222558,37,"F","Post-Graduate","Married","Less than $40K",2,2310,4191,77
713937558,54,"F","High School","Married","$40K - $60K",3,3892,4318,74
804661083,50,"M","Graduate","Single","$80K - $120K",2,2135,4821,77
718420308,50,"F","High School","Married","Less than $40K",1,3397,4208,75
714046608,49,"M","Doctorate","Married","$60K - $80K",6,19719,3572,73
718497033,52,"M","High School","Married","$120K +",3,31733,3723,53
711801933,54,"F","High School","Single","$40K - $60K",3,1438.3,2092,42
716282208,54,"F","Post-Graduate","Married","Less than $40K",6,1638,1702,36
789076083,50,"F","High School","Single","Less than $40K",3,2775,4608,84
714045783,37,"F","Graduate","Married","$40K - $60K",2,2547,2160,46
721092783,46,"M","Graduate","Married","$80K - $120K",3,19838,3982,68
712942308,42,"M","Doctorate","Single","$60K - $80K",1,11535,3730,67
714708183,58,"M","High School","Single","$60K - $80K",3,30186,4070,74
787501758,51,"F","High School","Single","Less than $40K",2,4038,4188,68
714990633,56,"M","Graduate","Single","$80K - $120K",3,2078,4382,82
714652383,51,"F","Graduate","Married","Less than $40K",3,1571,4580,74
788776008,43,"M","College","Married","$80K - $120K",3,4726,4683,91
709176108,56,"F","Post-Graduate","Unknown","Less than $40K",3,4604,4586,79
719354433,48,"M","College","Single","$80K - $120K",3,34516,4042,78
709368483,56,"M","Graduate","Married","$40K - $60K",2,1438.3,4323,77
716272158,41,"F","College","Married","$40K - $60K",3,4312,2693,56
717073308,44,"F","College","Married","Less than $40K",6,2679,4804,78
789105183,54,"M","Post-Graduate","Single","$80K - $120K",1,34516,4401,87
721305408,48,"F","Graduate","Married","Less than $40K",2,3378,4761,81
715739733,34,"M","High School","Single","$40K - $60K",1,1793,5293,88
779217333,59,"F","Graduate","Divorced","Less than $40K",2,2228,3922,75
712133508,41,"F","College","Single","$40K - $60K",0,2577,4734,75
714602658,39,"F","Graduate","Married","Less than $40K",2,1462,1998,36
712446783,50,"F","Graduate","Married","Less than $40K",3,4038,2400,41
719782458,49,"F","Graduate","Married","$40K - $60K",3,7201,3981,76
718141983,49,"M","High School","Single","$80K - $120K",3,1883,5187,89
718853358,42,"F","Graduate","Single","Less than $40K",1,3308,5104,85
772539558,65,"F","College","Single","Less than $40K",3,2022,4623,65
817094283,43,"F","Graduate","Married","Less than $40K",3,8597,5173,78
714738858,52,"F","Graduate","Unknown","Less than $40K",1,2873,4620,81
772409733,39,"F","High School","Divorced","$40K - $60K",1,3400,4742,90
717534108,48,"F","High School","Divorced","$40K - $60K",1,2405,4421,79
790141308,44,"M","College","Married","$80K - $120K",3,8241,4436,79
710770383,53,"F","Graduate","Married","$40K - $60K",3,1438.3,4915,92
711351108,44,"F","High School","Unknown","Less than $40K",3,2608,4671,61
713744058,41,"F","High School","Married","Less than $40K",2,2359,5232,78
708998583,47,"F","Post-Graduate","Married","Less than $40K",2,1790,4141,87
714228558,40,"M","High School","Single","$80K - $120K",3,3624,4749,82
797668983,42,"F","Graduate","Married","Less than $40K",2,1438.3,4396,70
713023158,39,"F","College","Married","$40K - $60K",1,2901,4239,78
709982658,41,"F","College","Married","Less than $40K",2,9759,4226,77
